minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6164819254805541,32.787239881623414,15.934935611870968,37.69701104188538,8.545862136866281,19.650596247557353,14.674384405823977,30.32453032041738
0,Marvin the Martian,0.6130893102683965,35.00854929885816,13.7910241693104,31.517150431804556,7.127433026674055,20.15372613312938,9.408707186039559,20.575563656232653
0,Road Runner,0.6312297617545171,27.332882845385377,13.691524845139552,34.31987900846755,7.161163728659824,31.13480621167391,8.885173375783257,15.050579732663728
0,Foghorn Leghorn,0.6141974242059001,30.093026280404963,14.30944805684886,29.643865050709174,6.827629675342878,18.58415879815628,14.85034401870928,27.345821875005704
0,Bugs Bunny,0.6281921201755124,33.293156172312464,17.05877377023426,37.907783160765895,7.040164805311813,17.010505196505598,13.516133127916644,30.948114434338116
0,Elmer Fudd,0.6131412810039331,31.3962057544476,16.998545031096015,34.20234945243228,4.022327784023326,21.936683124096792,15.388037167823626,28.022785274664564
0,Lola Bunny,0.6270449242582168,36.62218540704372,13.592868202600807,38.53477773872364,3.3560713645844036,25.885427263794153,14.528039303429464,30.345264496518972
0,Porky Pig,0.618905954259051,31.97838472338018,16.801070461393877,38.20877668956821,6.6812770744789365,13.182978460493253,13.94705221759538,33.67274729567546
0,Tasmanian Devil,0.6076583820062784,24.347760246134655,14.917802008825216,35.958402233378955,4.3813642383605025,20.12498932301015,8.314559961170703,20.439828253861812
0,Gossamer,0.6216343394590513,30.053177299663307,15.981730680958227,35.57660539446882,6.523638648066733,14.118712169549008,14.355705355926514,32.54497185623442
0,Granny,0.6139218759221136,25.96499325487542,15.838815139290544,33.53252533026489,7.504247468687101,22.569546306074955,13.688523542555284,24.151567261837002
0,Wile E. Coyote,0.6186889105244971,32.546198259417835,13.89448112149834,33.890803951032375,4.877905245038897,22.814571168579622,14.05891571323928,27.387987227873452
0,Tweety,0.6122558287214739,27.96399220169359,12.147220842768107,38.62710119163244,5.897722752320272,15.485080514782613,10.225068789248404,29.342177014733686
0,Penelope,0.6304776419200924,28.776582827759324,16.935334182243736,27.626104934984472,9.84665572172006,24.21083112331692,10.280329839950761,14.887598366302164
0,Daffy Duck,0.6253377756617815,30.78995058232983,15.355899745201391,32.63720284370812,6.24971132476986,14.331930441688101,15.497076080042211,32.936726561979015
12,Sylvester,0.6179737665504373,32.09784244612579,15.551161548420849,34.89716630332354,8.026001213495277,19.55302780805745,11.636740857769041,24.852443926918568
12,Marvin the Martian,0.5971617731148761,33.315642206683776,17.155143210597387,28.84671328355102,6.7072799967705174,24.744531300425642,15.246639398715876,21.39671122792317
12,Road Runner,0.6337202827847906,27.437078643809013,12.273436850827393,35.96061016137102,8.36963224827158,26.511624543743075,12.876346106066832,25.074668451736734
12,Foghorn Leghorn,0.6110242086522304,33.74158267298836,15.476042651166155,36.00676598233439,5.057274853329718,13.198094084399571,16.886238493763326,37.29337298474909
12,Bugs Bunny,0.6211949173091166,34.15163383227156,17.327784381399677,32.104575203772654,7.11139206767761,22.080693100138923,9.824566725914675,18.725476130324367
12,Elmer Fudd,0.6215284725416484,29.128807263436016,15.561807335752693,35.90988191906818,5.151233039365808,23.95997643431743,16.227137853260245,29.727308269820348
12,Lola Bunny,0.6330522365888428,32.3798169805201,14.821601628375946,35.38420463547508,4.809713145378037,23.56304149025188,15.359517079816168,29.927434188733876
12,Porky Pig,0.6166481507072428,31.32456170264722,16.619901021498606,37.403599389471836,5.113628791223116,24.57991962991287,12.506671306348919,24.43267565425161
12,Tasmanian Devil,0.6062750458058315,29.730029705003535,13.922736016693447,32.886306114901785,4.8677426002373645,24.72856272859968,6.937810729857206,14.718782342757187
12,Gossamer,0.6217807908608092,33.013483338148454,15.701597630058506,34.55156668908024,6.3897425040555795,20.35256079452592,16.060849254707833,30.925226441265096
12,Granny,0.6176208845341781,29.00528867706087,14.280501348670173,31.28610619814851,6.991358261022198,20.47284917755114,13.095193165898742,24.78625920649231
12,Wile E. Coyote,0.6075957908073091,32.23970931179322,15.4066668728297,34.39813626830105,5.523018250882972,21.57468433150943,14.29042803063598,27.116403556038087
12,Tweety,0.6110941607595944,26.637006064136468,12.803850705817961,34.495709379901996,7.520881279240135,24.861649141510867,9.808842505809634,19.512065706456298
12,Penelope,0.612207771433324,27.954993942801732,15.214286025480899,26.496828626326298,7.882471092963425,17.915626390916806,14.240631897301501,23.936895781999773
12,Daffy Duck,0.6300962095145106,31.977699528636467,14.861978851057295,35.11132530103317,6.464155873349166,16.03808780068741,10.124626258578354,26.513082093922044
24,Sylvester,0.624121425564834,30.289579570508995,15.279167810297906,32.36901479902077,9.148506239903686,20.503180819222464,10.988143207750277,21.89094054252972
24,Marvin the Martian,0.6159881492662578,31.54324827096322,15.77458433832334,28.526662073354274,7.488778264660143,24.84066187707125,12.528043637897033,18.84129032807577
24,Road Runner,0.6252468505373397,27.971170141676172,13.039947472771726,33.34607532138049,5.2838780183446135,30.566993463633356,13.373277717505873,21.604594570965496
24,Foghorn Leghorn,0.6193036661226212,31.38800266590196,15.916016236242136,35.89031110316043,4.473535865009813,15.731467689810744,16.800671143455613,35.6774713693026
24,Bugs Bunny,0.6288220843129563,33.988948867802435,17.098073152241188,38.184847247926456,4.745985722740895,21.581686711382197,14.406738410151581,30.177121881253967
24,Elmer Fudd,0.6382389990903289,31.220903624130607,15.760387619693232,36.14591176286281,3.3121340553331433,22.87171112874719,14.220910486146947,29.266745210512042
24,Lola Bunny,0.6350042574475442,37.29582845023839,13.496404842944221,37.692337470679355,5.111060478721114,20.044405980583484,17.60939244737849,37.868669358042744
24,Porky Pig,0.5972319642611894,29.583477351795878,15.032126094966747,33.44494409941471,6.375751451230797,14.566952402326955,10.79826402297454,25.181641199044925
24,Tasmanian Devil,0.6035470957178455,27.1357310698575,14.348135123319885,35.59829963260385,5.590082710799285,22.56987368299271,7.220405930854809,17.24427945072297
24,Gossamer,0.6376899994436781,31.80970930351429,16.693606053542748,35.902736545341725,5.494206092109534,13.619724287208989,14.208193875032022,33.79438499602982
24,Granny,0.6251930244319225,27.27042781713518,16.06765334264679,36.31075496381373,5.270375679891567,20.88463179554306,14.222868999957509,28.805039500527002
24,Wile E. Coyote,0.615705147267751,31.158690582486756,14.657787771593963,32.37576425303716,5.875009323556012,22.451412909219385,12.776925460939008,23.944685077491755
24,Tweety,0.6264677313288712,29.464052988971808,12.416408707259947,34.98632120371194,6.768020252827591,25.0266376906582,12.442127545880034,24.917084394626116
24,Penelope,0.6082600920022803,30.327846188429998,14.991634562935662,32.21842634606921,9.958692279860387,19.319044969592447,9.842272744714572,20.000593135541294
24,Daffy Duck,0.6226138410496544,33.313694305084354,15.09736388153636,33.71944542039975,5.751038137861911,15.879871391560687,15.863113270879408,33.49626895228871
36,Sylvester,0.6154435683450001,27.763383151884344,14.09027995944026,36.32105554226128,9.033155540498267,18.102636433258976,9.358338661378973,23.430364660653545
36,Marvin the Martian,0.6102946441001101,35.47967397497613,13.815853155930776,29.186011674653685,7.007464549630856,21.396787502044983,11.363251427605999,21.025765422271462
36,Road Runner,0.6376490215487839,24.570800972048403,13.986056768909183,34.51663078337097,6.414723733781832,23.45234281919996,13.770855825698941,26.8266264723624
36,Foghorn Leghorn,0.6268128292812876,31.097237047306443,15.87148099176328,33.20037716535599,5.433492688225278,13.165303395273359,14.396217568956098,32.50105079316321
36,Bugs Bunny,0.6220292774764998,32.00683347081062,16.93531265465473,33.19692506854519,7.002542163828129,18.51072157694798,13.540016496242862,26.830756218834956
36,Elmer Fudd,0.6153236942003713,30.0068630425208,14.719670783228773,37.019097816028555,3.6214471109326425,23.38878907406794,13.00390287682618,26.856786108688354
36,Lola Bunny,0.6291524255841039,32.76113478312818,14.906728126590071,31.14087026952012,4.807579223680299,20.132582574128076,15.35033364646414,29.266511372011145
36,Porky Pig,0.6171150080092908,32.381789004728255,15.982112152935716,36.1810521849054,7.010536083692539,18.981936328921332,12.634950796499417,27.35514206812462
36,Tasmanian Devil,0.5978128257897507,28.018269730111083,15.143855807156697,34.76192729381029,4.773526528571613,21.445426343576255,7.842550369781903,17.826101578526625
36,Gossamer,0.6205319530438779,34.68500976436494,14.989208919478969,33.5694893855654,5.9032863052499005,12.351536946572969,14.263605756077,33.410033318506336
36,Granny,0.62000431137838,29.326170359181347,15.017353663853042,35.46070272150244,6.154106077109821,19.962679963027337,16.42887932825858,32.19802787292457
36,Wile E. Coyote,0.6267085223514506,30.989224647641535,13.815502738341458,38.19782184095875,6.952572830923761,22.980569831853558,13.273652649821777,28.601730214215053
36,Tweety,0.5927232997364433,32.98251622113605,13.871616826580441,36.61455085163972,6.9041837729332824,25.342383122187126,10.888762869232362,21.121299313921376
36,Penelope,0.6049614747444093,26.390876711498805,14.759630742705525,29.711104418465954,9.6802765781327,16.49203135327034,11.59287779203569,22.303738963217803
36,Daffy Duck,0.6213159545971082,26.146805323674755,14.969568812716473,34.34371120906635,6.702120950253975,10.351313017953034,11.957894638874112,30.9275587368166
